Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,FamilySize,IsAlone
0,3,0,-0.5657364610748746,1,0,-0.5641087873940193,0,0,1,1,0
1,1,1,0.6638610320657843,1,0,0.9425480546638041,1,0,0,1,0
1,3,1,-0.2583370877897099,0,0,-0.548226529750121,0,0,1,0,1
1,1,1,0.4333115021019107,1,0,0.5147082688618853,0,0,1,1,0
0,3,0,0.4333115021019107,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5356783697479123,0,1,0,0,1
0,1,0,1.893458525206443,0,0,0.4855907965147383,0,0,1,0,1
0,3,0,-2.1027333275006983,3,1,-0.23881662157639924,0,0,1,4,0
1,3,1,-0.1814872444684187,0,2,-0.47273757093690794,0,0,1,2,0
1,2,1,-1.180535207645204,1,0,-0.027152009260873307,1,0,0,1,0
1,3,1,-1.949033640858116,1,1,-0.3417571803794436,0,0,1,2,0
1,1,1,2.200857898491608,0,0,-0.10999386513144661,0,0,1,0,1
0,3,0,-0.719436147717457,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,0.7407108753870755,1,5,0.0011819383758412065,0,0,1,6,0
0,3,1,-1.180535207645204,0,0,-0.5498924021074366,0,0,1,0,1
1,2,1,1.9703083685277343,0,0,-0.35822766978793064,0,0,1,0,1
0,3,0,-2.1027333275006983,4,1,-0.04940599337879768,0,1,0,5,0
1,2,0,-0.10463740114712752,0,0,-0.4288154815385896,0,0,1,0,1
0,3,1,0.12591212881674602,1,0,-0.3111691286208247,0,0,1,1,0
1,3,1,-0.10463740114712752,0,0,-0.5646970191586081,1,0,0,0,1
0,2,0,0.4333115021019107,0,0,-0.12293496395240078,0,0,1,0,1
1,2,0,0.35646165878061953,0,0,-0.4288154815385896,0,0,1,0,1
1,3,1,-1.1036853643239128,0,0,-0.5457747797553149,0,1,0,0,1
1,1,0,-0.10463740114712752,0,0,0.10059310659135261,0,0,1,0,1
0,3,1,-1.6416342675729512,3,1,-0.23881662157639924,0,0,1,4,0
1,3,1,0.6638610320657843,1,5,0.003828981316490934,0,0,1,6,0
0,3,0,-0.10463740114712752,0,0,-0.5646970191586081,1,0,0,0,1
0,1,0,-0.7962859910387481,3,2,5.124238728242953,0,0,1,5,0
1,3,1,-0.10463740114712752,0,0,-0.5493041703428477,0,1,0,0,1
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
0,1,0,0.8175607187083667,0,0,-0.08244579513222278,1,0,0,0,1
1,1,1,-0.10463740114712752,1,0,2.7128315501938722,1,0,0,1,0
1,3,1,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
0,2,0,2.8156566450619374,0,0,-0.4876386579974721,0,0,1,0,1
0,1,0,-0.10463740114712752,1,0,1.1987229881422372,1,0,0,1,0
0,1,0,0.9712604053509489,1,0,0.4888260712199769,0,0,1,1,0
1,3,0,-0.10463740114712752,0,0,-0.5645981962221572,1,0,0,0,1
0,3,0,-0.6425863043961658,0,0,-0.5452853709271769,0,0,1,0,1
0,3,1,-0.8731358343600393,2,0,-0.3111691286208247,0,0,1,2,0
1,3,1,-1.180535207645204,1,0,-0.4701869980056509,1,0,0,1,0
0,3,1,0.8175607187083667,1,0,-0.511756160345614,0,0,1,1,0
0,2,1,-0.1814872444684187,1,0,-0.2405813168701657,0,0,1,1,0
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,1,0,0,0,1
1,2,1,-2.025883484179407,1,2,0.24363224832288793,1,0,0,3,0
1,3,1,-0.7962859910387481,0,0,-0.5493041703428477,0,1,0,0,1
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.10463740114712752,1,0,-0.36999230507970715,0,1,0,1,0
1,3,1,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
0,3,0,-0.10463740114712752,2,0,-0.22460023628981649,1,0,0,2,0
0,3,1,-0.8731358343600393,1,0,-0.3158749827375353,0,0,1,1,0
0,3,0,-1.7184841108942424,4,1,0.19912192715998075,0,0,1,5,0
0,3,0,-0.6425863043961658,0,0,-0.5511676885730651,0,0,1,0,1
1,1,1,1.5092093085999871,1,0,1.0706861093347755,1,0,0,1,0
1,2,1,-0.027787557825836348,1,0,-0.12293496395240078,0,0,1,1,0
0,1,0,2.738806801740646,0,1,0.7236293682273689,1,0,0,1,0
1,1,0,-0.10463740114712752,0,0,0.10059310659135261,0,0,1,0,1
1,2,1,-0.6425863043961658,0,0,-0.4876386579974721,0,0,1,0,1
0,3,0,-0.06621247948648194,0,0,-0.5645981962221572,1,0,0,0,1
1,2,1,-1.8721837975368247,1,2,-0.08175874043118304,0,0,1,3,0
0,3,0,-1.4110847376090776,5,2,0.36882679124385664,0,0,1,7,0
0,3,0,-0.5657364610748746,0,0,-0.5645981962221572,1,0,0,0,1
1,1,1,0.6638610320657843,0,0,1.1476456475594605,0,0,1,0,1
0,1,0,1.2018099353148226,1,0,1.229409862837307,0,0,1,1,0
0,3,0,-1.949033640858116,3,2,-0.07822934984365013,0,0,1,5,0
0,1,0,-0.10463740114712752,0,0,-0.08244579513222278,1,0,0,0,1
1,3,0,-0.10463740114712752,1,1,-0.3759734456620463,1,0,0,2,0
1,2,1,-0.027787557825836348,0,0,-0.4876386579974721,0,0,1,0,1
0,3,0,-0.7962859910387481,0,0,-0.5427371509229781,0,0,1,0,1
1,3,1,-0.9499856776813305,4,2,-0.548226529750121,0,0,1,6,0
0,3,0,-0.2583370877897099,2,0,-0.5308736926947507,0,0,1,2,0
0,2,0,0.20276197213803718,0,0,-0.4876386579974721,0,0,1,0,1
0,3,1,-1.0268355210026217,5,2,0.36882679124385664,0,0,1,7,0
0,2,0,-0.6425863043961658,0,0,0.994705388766366,0,0,1,0,1
0,3,0,-0.2583370877897099,1,0,-0.3945992162559869,1,0,0,1,0
1,3,0,0.20276197213803718,0,0,0.5946089659095145,0,0,1,0,1
0,3,0,-0.33518693111100106,0,0,-0.5546970791605981,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
1,2,0,-2.192647644186609,0,2,-0.052347152201741805,0,0,1,2,0
1,3,1,0.04906228549545483,0,0,-0.44116834859495496,0,0,1,0,1
0,3,0,-0.5657364610748746,0,0,-0.5229325638728015,0,0,1,0,1
1,3,0,-0.027787557825836348,0,0,-0.5111679285810251,0,0,1,0,1
1,3,1,-0.10463740114712752,0,0,-0.5514618044553596,0,1,0,0,1
0,1,0,-0.10463740114712752,0,0,0.3735326453605673,0,0,1,0,1
1,2,1,-0.9499856776813305,0,0,-0.4876386579974721,0,0,1,0,1
1,3,1,0.27961181545932834,3,0,-0.3617570603754636,0,0,1,3,0
0,3,0,-1.0268355210026217,1,3,0.0741226771848555,0,0,1,4,0
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
1,1,1,-0.48888661775358344,3,2,5.124238728242953,0,0,1,5,0
0,3,0,-0.41203677443229225,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.027787557825836348,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.719436147717457,0,0,-0.5498924021074366,0,0,1,0,1
0,1,0,1.2786597786361138,1,0,0.7047071288240755,0,0,1,1,0
0,3,0,-0.2583370877897099,1,2,-0.25058125686817573,0,0,1,3,0
0,3,0,2.277707741812899,0,0,-0.5641087873940193,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
0,1,0,3.1999058616683933,0,0,0.08069204953178356,1,0,0,0,1
1,1,0,-0.48888661775358344,0,1,0.7560785852891467,1,0,0,1,0
1,2,1,0.35646165878061953,0,1,-0.19352277570305973,0,0,1,1,0
0,2,0,0.35646165878061953,1,0,-0.12293496395240078,0,0,1,1,0
0,3,1,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
0,1,0,-0.6425863043961658,0,1,1.083822501101573,0,0,1,1,0
0,3,0,0.27961181545932834,0,0,-0.5310689856405942,0,0,1,0,1
0,3,0,0.5870111887444931,2,0,-0.548226529750121,0,0,1,2,0
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
1,3,1,-0.6425863043961658,0,0,-0.5546970791605981,0,0,1,0,1
1,3,0,-0.10463740114712752,0,0,-0.551755920337654,0,0,1,0,1
0,3,0,0.6638610320657843,0,0,-0.5489135844511608,0,0,1,0,1
1,3,1,-0.10463740114712752,1,0,-0.16646411453197382,0,1,0,1,0
0,1,0,1.3555096219574048,0,0,0.4888260712199769,0,0,1,0,1
0,3,1,-1.1421102859845584,1,0,-0.3945992162559869,1,0,0,1,0
0,3,0,-0.5657364610748746,0,0,-0.5452853709271769,0,0,1,0,1
0,3,1,-0.719436147717457,1,0,-0.5035209156413704,0,0,1,1,0
0,3,1,-0.9499856776813305,0,0,-0.39450274624659437,1,0,0,0,1
0,3,0,-0.6425863043961658,0,0,-0.548226529750121,0,0,1,0,1
0,3,0,3.1614809400077477,0,0,-0.5523441521022427,0,1,0,0,1
0,2,0,-0.027787557825836348,1,0,-0.2405813168701657,0,0,1,1,0
0,1,0,-0.41203677443229225,0,1,5.089287879132724,1,0,0,1,0
0,3,1,-2.1027333275006983,4,2,0.0011819383758412065,0,0,1,6,0
0,2,0,-0.6425863043961658,2,0,0.994705388766366,0,0,1,2,0
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
0,2,0,0.24118689379868277,1,0,-0.027152009260873307,1,0,0,1,0
1,2,1,0.24118689379868277,0,0,-0.4288154815385896,0,0,1,0,1
0,1,0,1.893458525206443,0,1,1.083822501101573,0,0,1,1,0
1,3,0,-1.3342348942877864,1,0,-0.4701869980056509,1,0,0,1,0
0,3,0,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
1,3,0,-0.41203677443229225,0,0,-0.5666570073982181,0,0,1,0,1
1,3,1,-0.10463740114712752,1,1,-0.20862150863652568,1,0,0,2,0
0,3,0,1.2018099353148226,0,0,-0.5705793368044965,0,0,1,0,1
0,3,0,0.27961181545932834,0,0,-0.5489135844511608,1,0,0,0,1
0,3,0,-0.719436147717457,0,0,-0.5688146415107299,0,0,1,0,1
0,3,1,1.3555096219574048,1,0,-0.3935215756632601,0,0,1,1,0
1,2,1,-0.027787557825836348,1,0,-0.12293496395240078,0,0,1,1,0
0,2,0,-0.33518693111100106,0,0,-0.4288154815385896,0,0,1,0,1
0,2,0,-0.48888661775358344,0,0,-0.3806792997787569,1,0,0,0,1
1,1,1,-0.7962859910387481,0,2,-0.1162691215960802,0,0,1,2,0
0,1,0,0.5870111887444931,1,0,0.5147082688618853,0,0,1,1,0
0,3,0,-1.0268355210026217,0,0,-0.5178337709373456,0,0,1,0,1
0,1,0,-0.41203677443229225,0,0,1.1288222310926181,1,0,0,0,1
0,3,1,-0.10463740114712752,0,2,-0.3759734456620463,1,0,0,2,0
1,3,1,-0.5657364610748746,0,0,-0.5523441521022427,0,0,1,0,1
1,3,1,-0.41203677443229225,1,0,-0.3617570603754636,0,0,1,1,0
0,3,0,-0.7962859910387481,0,0,-0.5758734226857958,0,1,0,0,1
0,2,0,-0.8731358343600393,0,0,-0.4641093874139191,0,0,1,0,1
0,2,0,-0.7962859910387481,1,1,0.13000469482079385,0,0,1,2,0
1,3,0,-0.1814872444684187,0,0,-0.5512665115095161,0,0,1,0,1
0,3,1,-1.56478442425166,2,2,0.0741226771848555,0,0,1,4,0
0,2,0,0.5485862670838475,0,2,-0.12293496395240078,0,0,1,2,0
0,2,0,0.9712604053509489,0,0,-0.4288154815385896,0,0,1,0,1
0,2,0,1.6629089952425695,0,0,-0.43999188506577724,0,0,1,0,1
1,1,1,-0.5657364610748746,1,0,0.8323534217398503,0,0,1,1,0
0,3,0,2.00873329018838,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,0.8559856403690123,0,2,-0.3935215756632601,0,0,1,2,0
0,3,0,-0.10463740114712752,0,0,-0.5626382079825473,0,0,1,0,1
0,1,0,1.6629089952425695,0,1,0.7095118058772371,1,0,0,1,0
1,3,1,-1.0268355210026217,0,0,-0.5527370909209881,0,1,0,0,1
0,3,0,0.04906228549545483,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5308736926947507,0,0,1,0,1
0,3,0,-0.10463740114712752,8,2,0.9017647699613317,0,0,1,10,0
0,3,0,1.1249600919935314,0,1,-0.3558747427295753,0,0,1,1,0
1,2,1,0.8175607187083667,0,0,-0.3641099874338189,0,0,1,0,1
0,3,0,-0.2583370877897099,0,0,-0.551755920337654,0,0,1,0,1
0,3,0,-0.9499856776813305,0,0,-0.5308736926947507,0,0,1,0,1
0,3,0,-2.1795831708219895,4,1,0.19912192715998075,0,0,1,5,0
1,3,0,-1.56478442425166,0,2,-0.2517577203973534,0,0,1,2,0
1,1,1,-0.10463740114712752,0,1,0.5594138829706359,0,0,1,1,0
0,3,1,1.2018099353148226,1,4,-0.07822934984365013,0,0,1,5,0
0,1,0,-0.10463740114712752,0,0,-0.12469965924616723,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,0.5946089659095145,0,0,1,0,1
0,1,0,2.4314074284554814,0,0,0.05353456542424664,0,0,1,0,1
0,3,0,-1.949033640858116,4,1,-0.04940599337879768,0,1,0,5,0
1,3,1,-2.1795831708219895,1,1,-0.47273757093690794,0,0,1,2,0
0,3,0,-0.6425863043961658,0,0,-0.548226529750121,0,0,1,0,1
0,1,0,2.0471582118490255,0,0,-0.012446215146152687,1,0,0,0,1
0,3,0,-0.8731358343600393,1,1,-0.5498924021074366,0,0,1,2,0
0,3,0,-0.10463740114712752,3,1,-0.1354831239546096,0,0,1,4,0
0,1,1,1.5860591519212783,0,0,-0.05911181749451332,1,0,0,0,1
0,2,0,0.04906228549545483,0,0,-0.4288154815385896,0,0,1,0,1
0,3,0,0.5101613454232019,0,0,-0.7346959991247785,0,0,1,0,1
0,3,1,-0.10463740114712752,8,2,0.9017647699613317,0,0,1,10,0
0,2,0,-0.10463740114712752,0,0,-0.38058047684230595,1,0,0,0,1
0,3,0,-1.56478442425166,4,2,0.003828981316490934,0,0,1,6,0
1,2,0,-2.1795831708219895,2,1,0.18294555363378806,0,0,1,3,0
1,3,1,-1.949033640858116,0,2,-0.21646381452202393,0,0,1,2,0
0,1,0,-0.10463740114712752,0,0,0.44176753005287095,0,0,1,0,1
1,3,1,-0.10463740114712752,1,0,-0.36999230507970715,0,1,0,1,0
1,1,0,1.2018099353148226,0,0,-0.10999386513144661,0,0,1,0,1
0,3,0,0.8175607187083667,1,1,-0.36999230507970715,0,1,0,2,0
0,3,0,0.5101613454232019,0,0,-0.5489135844511608,0,0,1,0,1
1,2,1,0.20276197213803718,0,0,-0.4288154815385896,0,0,1,0,1
0,2,0,-0.7962859910387481,0,0,-0.4288154815385896,0,0,1,0,1
1,3,1,-0.7962859910387481,1,0,-0.5498924021074366,0,0,1,1,0
1,2,0,-2.025883484179407,1,1,-0.12293496395240078,0,0,1,2,0
1,1,1,1.1249600919935314,0,0,-0.08244579513222278,1,0,0,0,1
1,1,1,2.200857898491608,0,0,2.7128315501938722,1,0,0,0,1
0,3,0,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
0,3,0,0.9712604053509489,0,1,-0.5369513032864824,0,0,1,1,0
1,3,1,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
0,2,1,-0.41203677443229225,0,0,-0.4288154815385896,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5111679285810251,0,0,1,0,1
0,3,0,-0.10463740114712752,8,2,0.9017647699613317,0,0,1,10,0
0,3,0,0.35646165878061953,0,0,-0.581854563268135,0,0,1,0,1
0,3,0,1.2402348569754682,0,0,-0.5646970191586081,1,0,0,0,1
1,3,0,-0.8731358343600393,0,0,-0.5452853709271769,0,0,1,0,1
0,3,1,-2.1027333275006983,0,1,-0.48852100564435524,0,0,1,1,0
0,3,0,0.20276197213803718,1,0,-0.3617570603754636,0,0,1,1,0
1,3,0,-0.2583370877897099,0,0,-0.29263982803627664,1,0,0,0,1
1,3,1,-1.0268355210026217,0,0,-0.5523441521022427,0,1,0,0,1
1,1,0,0.8175607187083667,0,0,-0.005288611034635832,1,0,0,0,1
0,3,0,-0.41203677443229225,0,0,-0.5688146415107299,0,0,1,0,1
1,2,1,0.4333115021019107,0,0,-0.2405813168701657,0,0,1,0,1
0,3,0,-0.5657364610748746,0,0,-0.5641087873940193,0,0,1,0,1
0,2,0,0.04906228549545483,0,0,-0.4288154815385896,0,0,1,0,1
0,3,0,-0.10463740114712752,1,0,-0.5523441521022427,0,1,0,1,0
1,1,1,0.12591212881674602,1,0,1.9305821262271863,1,0,0,1,0
1,3,1,-0.1814872444684187,0,0,-0.548226529750121,0,0,1,0,1
0,2,0,0.9712604053509489,1,0,-0.09940569336884779,0,0,1,1,0
1,1,1,0.20276197213803718,0,0,1.060392053454471,1,0,0,0,1
0,2,0,0.04906228549545483,0,0,-0.4876386579974721,0,0,1,0,1
1,3,0,-1.0268355210026217,0,0,-0.5452853709271769,0,0,1,0,1
0,2,0,-0.1814872444684187,0,0,-0.4288154815385896,0,0,1,0,1
0,3,0,1.6629089952425695,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
1,1,0,0.6638610320657843,1,0,1.3829383533949904,0,0,1,1,0
0,3,0,-0.5657364610748746,0,0,-0.5146973191685581,0,0,1,0,1
1,2,0,-0.7962859910387481,0,0,-0.4876386579974721,0,0,1,0,1
0,3,0,-0.6810112260568114,0,0,-0.5641087873940193,0,0,1,0,1
0,2,0,-0.8731358343600393,0,0,-0.4288154815385896,0,0,1,0,1
0,3,1,-0.10463740114712752,3,1,-0.1354831239546096,0,0,1,4,0
1,1,1,0.4333115021019107,1,0,1.229409862837307,0,0,1,1,0
0,3,0,-0.027787557825836348,0,0,-0.551755920337654,0,0,1,0,1
0,2,0,2.277707741812899,0,0,-0.4170508462468131,0,0,1,0,1
1,3,1,-1.8721837975368247,4,2,0.003828981316490934,0,0,1,6,0
0,2,0,-0.41203677443229225,0,0,-0.4876386579974721,0,0,1,0,1
0,3,1,-0.10463740114712752,0,0,-0.5570500062189534,0,0,1,0,1
0,2,0,1.1249600919935314,1,0,-0.12293496395240078,0,0,1,1,0
1,2,1,-1.6416342675729512,0,2,-0.11705264630651252,0,0,1,2,0
0,2,0,-0.7962859910387481,0,0,-0.4876386579974721,0,0,1,0,1
0,2,0,0.27961181545932834,0,0,-0.4458742027116655,0,0,1,0,1
0,3,1,-0.10463740114712752,1,0,-0.3945992162559869,1,0,0,1,0
1,3,1,-0.10463740114712752,1,0,-0.36999230507970715,0,1,0,1,0
0,2,0,-0.027787557825836348,0,0,-0.4876386579974721,0,0,1,0,1
0,3,0,-0.5657364610748746,0,0,-0.5670499462169634,0,0,1,0,1
0,3,0,0.04906228549545483,0,0,-0.5646970191586081,1,0,0,0,1
0,1,0,1.1249600919935314,2,0,1.3829383533949904,0,1,0,2,0
0,3,1,-0.33518693111100106,0,0,-0.551755920337654,0,0,1,0,1
1,2,1,-0.41203677443229225,0,2,-0.3935215756632601,0,0,1,2,0
1,1,0,0.5870111887444931,1,1,0.501865992977382,0,0,1,2,0
0,2,0,1.893458525206443,1,0,-0.12293496395240078,0,0,1,1,0
0,3,0,-0.10463740114712752,0,0,-0.5641087873940193,0,0,1,0,1
0,3,1,-0.027787557825836348,1,1,-0.48852100564435524,0,0,1,2,0
0,1,0,2.5082572717767726,0,0,-0.10999386513144661,0,0,1,0,1
0,3,0,0.04906228549545483,1,0,-0.3558747427295753,0,0,1,1,0
0,3,1,0.8944105620296577,0,2,-0.2591106174547137,0,0,1,2,0
1,3,1,-0.027787557825836348,0,2,-0.3759734456620463,1,0,0,2,0
1,1,1,-0.10463740114712752,0,0,1.1288222310926181,1,0,0,0,1
1,1,1,0.04906228549545483,0,0,1.3005859063525549,0,0,1,0,1
1,1,1,0.4333115021019107,0,0,5.124238728242953,1,0,0,0,1
1,2,1,1.5860591519212783,0,1,-0.12293496395240078,0,0,1,1,0
0,3,0,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
1,3,0,-2.025883484179407,4,2,0.003828981316490934,0,0,1,6,0
0,1,0,1.7397588385638607,1,1,1.139410402855217,0,0,1,2,0
0,1,0,0.8175607187083667,0,0,-0.7346959991247785,0,0,1,0,1
0,3,1,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
0,2,0,0.5101613454232019,0,0,-0.4876386579974721,0,0,1,0,1
0,3,0,-1.0268355210026217,4,1,0.19912192715998075,0,0,1,5,0
1,3,0,-0.33518693111100106,1,0,-0.551755920337654,0,0,1,1,0
1,1,1,2.200857898491608,0,1,2.876164687803722,0,0,1,1,0
1,1,1,0.4333115021019107,0,0,2.456656616715439,0,0,1,0,1
0,1,0,-0.10463740114712752,0,0,-0.005288611034635832,0,0,1,0,1
1,3,0,-0.33518693111100106,0,0,-0.7346959991247785,0,0,1,0,1
1,2,1,0.8944105620296577,0,1,-0.2758752227454952,0,0,1,1,0
0,1,0,0.5870111887444931,0,1,-0.03587666279325473,1,0,0,1,0
1,3,1,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
1,1,1,2.585107115098064,1,0,1.0996059358090202,0,0,1,1,0
0,3,1,1.2018099353148226,0,0,-0.5523441521022427,0,0,1,0,1
0,2,0,-0.10463740114712752,0,0,-0.7346959991247785,0,0,1,0,1
0,3,0,-1.7184841108942424,4,1,-0.04940599337879768,0,1,0,5,0
1,3,1,0.4333115021019107,1,1,-0.2582282698078304,0,0,1,2,0
0,3,0,2.738806801740646,0,0,-0.5523441521022427,0,1,0,0,1
0,3,0,-0.10463740114712752,0,0,-0.5498924021074366,0,0,1,0,1
0,3,0,-1.0268355210026217,0,0,-0.5111679285810251,0,0,1,0,1
1,3,0,-0.7962859910387481,0,0,-0.5452853709271769,0,0,1,0,1
0,1,0,-0.10463740114712752,0,0,-0.12293496395240078,0,0,1,0,1
0,3,0,0.27961181545932834,0,0,-0.5308736926947507,1,0,0,0,1
1,3,0,0.04906228549545483,0,0,-0.5111679285810251,0,0,1,0,1
0,3,0,-0.5657364610748746,0,0,-0.5489135844511608,0,0,1,0,1
1,2,0,0.9712604053509489,0,0,-0.4288154815385896,0,0,1,0,1
1,3,1,-0.5657364610748746,0,0,-0.5523441521022427,0,1,0,0,1
1,1,1,-0.2583370877897099,0,0,1.1205869863883744,0,0,1,0,1
1,1,1,-0.7962859910387481,1,0,1.4083311422087608,1,0,0,1,0
0,2,0,0.5101613454232019,0,0,-0.4317566403615337,1,0,0,0,1
0,3,1,-0.41203677443229225,0,0,-0.5264619544603346,0,0,1,0,1
0,3,0,-0.41203677443229225,0,0,-0.5489135844511608,0,0,1,0,1
